mibig_accession	organism_name	ncbi_tax_id	smiles	inchikey	no_stereo_inchikey	compound_name	molecular_formula
BGC0000475	Prochloron didemni	1216	CC[C@H](C)[C@H]1C2=N[C@@H](CO2)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C(C)C)[C@@H](C)CC)C(C)C	ZGJIVWQOEHQWLW-SWTUTNCKSA-N	ZGJIVWQOEHQWLW	patellamide A	C35H50N8O6S2
BGC0000475	Prochloron didemni	1216	CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C)C(C)C)CC6=CC=CC=C6	CFXBLGFMQUFLKS-FUEDQDKVSA-N	CFXBLGFMQUFLKS	patellamide C	C37H46N8O6S2
BGC0000443	Pseudomonas sp. SHC52	984195	CCCCCCCCCCCCC(C(CC(=O)NC1COC(=O)C(NC(=O)C(NC(=O)/C(=C\C)/NC(=O)C(CC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)(CCCN)O)CC(=O)O)CCO)CC2=C3C=CNC3=CC=C2)C(C)O)C(C(=O)O)O)C(CCl)O)O)O	SQDCBBWHYFBJCF-FQAFZQKHSA-N	SQDCBBWHYFBJCF	thanamycin	C60H91ClN10O22
BGC0001111	Stigmatella aurantiaca Sg a15	675526	CO[C@@H](C[C@@H]1OC(=O)C[C@@H](O)C[C@@H](OC)C=CC=CC[C@H](OC)C2=COC(CC(O)C(C)(C)[C@H](C[C@H](OC)[C@@H](C)CCC(=O)[C@H](C)[C@@H](C\C=C\N(C)C=O)OC)OC(=O)C[C@@H](O)C[C@@H](OC)C=CC=CC[C@H](OC)C3=COC(CC(O)C1(C)C)=N3)=N2)[C@@H](C)CCC(=O)[C@H](C)[C@@H](C\C=C\N(C)C=O)OC	MWDPPGCTEBRUNT-QUJGBNPVSA-N	MWDPPGCTEBRUNT	rhizopodin	C78H124N4O22
BGC0001300	Streptomyces sp. CNH365	1714301	[H][C@]12CC(C)=CC[C@]1([H])[C@@]1([H])\C(O)=C\C(=O)[C@@H](C)C(=O)O[C@H](C)\C=C\C=C/[C@@H](C)[C@@]1([H])C=C2	MHXKMAAKEHGISP-MROKOONJSA-N	MHXKMAAKEHGISP	anthracimycin	C25H32O4
BGC0000457	Rhizobium etli CFN 42	347834	C[C@@H]1CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O[C@H](C)CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O[C@H](C)CC(=O)N(O)CCC[C@@H](NC(C)=O)C(=O)O1	NEZSNYPOAQRZDV-ZXXBMJRBSA-N	NEZSNYPOAQRZDV	vicibactin	C33H54N6O15
BGC0000031	Streptomyces parvulus	146923	[H][C@]1(CCC[C@H]1C(O)=O)[C@]1([H])C\C=C\C=C(C#N)/[C@H](O)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O1	OJCKRNPLOZHAOU-UGKRXNSESA-N	OJCKRNPLOZHAOU	borrelidin	C28H43NO6
BGC0001661	Streptomyces sp.	1931	CN[C@@H]1C[C@@H](O[C@H](C)[C@H]1O)C1=C(O)C2=C(C(=O)C3=CC=CC(O)=C3C2=O)C2=C(O)C=C(C)C=C12	ZVIQDPQQFMVLGU-XTCBYOQUSA-N	ZVIQDPQQFMVLGU	mayamycin	C26H25NO7
BGC0001417	Cystobacterineae bacterium	1934914	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	CKLSQBHYSVQHIP-RNOUXJFASA-N	CKLSQBHYSVQHIP	myxochromide D	C39H56N6O8
BGC0000479	Planktothrix agardhii NIES-596	443922	CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(OCC=C(C)C)C=C2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC1=O	FLMLQOUFYRJGJD-XANOLGTJSA-N	FLMLQOUFYRJGJD	prenylagaramide B	C49H68N8O10
BGC0000479	Planktothrix agardhii NIES-596	443922	O=C([C@H]([C@H](CC)C)NC(CNC([C@@H](NC([C@H](CC1=CC=C(OC/C=C(C)/C)C=C1)NC([C@H](C)NC([C@@H](NC([C@@H]2CCCN23)=O)CCC(N)=O)=O)=O)=O)CC(C)C)=O)=O)N4[C@H](C(N[C@@H](CC(C)C)C3=O)=O)CCC4	SIPYAYHFDUJHRA-FBUBZPHJSA-N	SIPYAYHFDUJHRA	prenylagaramide C	C52H80N10O11
BGC0000731	Klebsiella pneumoniae	573	C(C1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(OC(C(C5O)O)OCC6C(C(C(C(O6)O)O)O)O)CO)CO)O)O)O)O)O	ODLPTSAMUCYJMF-UHFFFAOYSA-N	ODLPTSAMUCYJMF	capsular polysaccharide	C36H60O32
BGC0000108	Streptomyces chattanoogensis	66876	C[C@@H]1CC=CC=CC=CC=C[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)C=CC(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O	NCXMLFZGDNKEPB-YWDKRKKXSA-N	NCXMLFZGDNKEPB	natamycin	C33H47NO13
BGC0001464	Pseudoalteromonas sp. PS5	1437473	C1(=C(NC(=C1Br)Br)Br)Br	MIIWISWSCMVZHG-UHFFFAOYSA-N	MIIWISWSCMVZHG	tetrabromopyrrole	C4HBr4N
BGC0001290	Aspergillus nidulans FGSC A4	227321	CCCCCC[C@H](C)[C@H]1OC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1C)C(C)C	QURRTAYEASAREY-OOVPVTRWSA-N	QURRTAYEASAREY	emericellamide A	C31H55N5O7
BGC0001290	Aspergillus nidulans FGSC A4	227321	CCCCCC[C@H](C)C[C@H](C)[C@H]1OC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1C)C(C)C	MBENBNLUEFQFSL-BFKPYXRSSA-N	MBENBNLUEFQFSL	emericellamide B	C34H61N5O7
BGC0000054	Aeromicrobium erythreum	2041	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O	ULGZDMOVFRHVEP-RWJQBGPGSA-N	ULGZDMOVFRHVEP	erythromycin	C37H67NO13
BGC0000664	Streptomyces griseus subsp. griseus NBRC 13350	455632	CC1=C(C(=C(C=C1)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C=CC(=C2C)C)C)\C)\C)/C)/C)C	ZCIHMQAPACOQHT-YSEOPJLNSA-N	ZCIHMQAPACOQHT	isorenieratene	C40H48
BGC0000712	Streptomyces rimosus subsp. paromomycinus	92743	NC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	UOZODPSAJZTQNH-VZXHOKRSSA-N	UOZODPSAJZTQNH	paromomycin	C23H45N5O14
BGC0000908	Streptomyces avermitilis	33903	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O	XUMBMVFBXHLACL-UHFFFAOYSA-N	XUMBMVFBXHLACL	melanin	C18H10N2O4
BGC0001137	Marinactinospora thermotolerans	531310	COC1=CC=C(CCNC(=O)C2=NC(C(C)=O)=C3NC4=C(C=CC=C4)C3=C2)C=C1	VKJCZWWGRIELQT-UHFFFAOYSA-N	VKJCZWWGRIELQT	marinacarboline A	C23H21N3O3
BGC0001137	Marinactinospora thermotolerans	531310	CC(=O)C1=C2NC3=C(C=CC=C3)C2=CC(=N1)C(=O)NCCC1=CC=C(O)C=C1	XHHABJFVNYNXCX-UHFFFAOYSA-N	XHHABJFVNYNXCX	marinacarboline B	C22H19N3O3
BGC0001137	Marinactinospora thermotolerans	531310	CC(=O)C1=C2NC3=C(C=CC=C3)C2=CC(=N1)C(=O)NCCC1=CC=CC=C1	QPUYCBSQXKSFOO-UHFFFAOYSA-N	QPUYCBSQXKSFOO	marinacarboline C	C22H19N3O2
BGC0001137	Marinactinospora thermotolerans	531310	CC(=O)C1=C2NC3=CC=CC=C3C2=CC(=N1)C(=O)NCCC1=CNC2=CC=CC=C12	PCOBOAPRWGQQGA-UHFFFAOYSA-N	PCOBOAPRWGQQGA	marinacarboline D	C24H20N4O2
BGC0000940	Streptomyces coelicolor A3(2)	100226	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	UBQYURCVBFRUQT-UHFFFAOYSA-N	UBQYURCVBFRUQT	desferrioxamin B	C25H48N6O8
BGC0000940	Streptomyces coelicolor A3(2)	100226	C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O	NHKCCADZVLTPPO-UHFFFAOYSA-N	NHKCCADZVLTPPO	desferrioxamine E	C27H48N6O9
BGC0000857	Methylophaga alcalica	182774	CC1=NCC[C@H](N1)C(=O)O	WQXNXVUDBPYKBA-YFKPBYRVSA-N	WQXNXVUDBPYKBA	ectoine	C6H10N2O2
BGC0001772	Anabaena sp. UHCC 0451	2055235	C[C@H]1[C@@H](C[C@@H]([C@]2(CO2)[C@H](C[C@@H]3CC=C[C@H](O3)C[C@H]([C@H](/C=C(/C=C/C(=O)O[C@@H]1[C@@H](C)[C@H]([C@@H](C)CCC(=O)[C@H](C)[C@@H]([C@H](C)/C=C/N(C)C=O)OC)O)\C)O)OC)OC)OC)OC	FTGOWEQDZZMPNJ-GUMZKTDUSA-N	FTGOWEQDZZMPNJ	scytophycin	C46H75NO13
BGC0000904	Streptomyces rubellomurinus	359131	CC(=O)N(O)CCCP(O)(O)=O	PKMNDDZSIHLLLI-UHFFFAOYSA-N	PKMNDDZSIHLLLI	FR-900098	C5H12NO5P
BGC0001480	Methylobacter tundripaludum 21/22	1408450	O[C@@H]1C=CC([C@](C2)([H])[C@H]1OC(C(OCC(C(O)C(CCCCC)=O)=C)=O)=C)=C(O)C2=O	QEUHGZGGGPRQOJ-BKXHWDAOSA-N	QEUHGZGGGPRQOJ	tundrenone	C22H28O8
BGC0000461	Lysobacter enzymogenes	69	CC(C)CCCC1CC(=O)NC(CO)C(=O)NC(C(O)C(N)=O)C(=O)NC(CO)C(=O)NCC(=O)N(C)C(CC2=CC=CC=C2)C(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(CCC(O)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCN)C(=O)N(C)C(C(C)C)C(=O)O1	LEKBQPKGXGFBAN-UHFFFAOYSA-N	LEKBQPKGXGFBAN	WAP-8294A2	C73H111N17O21
BGC0001100	Streptomyces rochei	1928	[H][C@]12C[C@]([H])(O)\C=C\C(\C)=C\C[C@]([H])(O)\C=C\C(\C)=C\[C@@]([H])(NC(=O)C(C)=O)[C@](C)(C(=O)O1)C(=O)[C@@H]2C	ATDILMLBOZKFGI-JUTMVFGESA-N	ATDILMLBOZKFGI	lankacidin C	C25H33NO7
BGC0001582	Nonomuraea sp. MJM5123	1562372	[H][C@]1(NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=CC=CC(OC)=C23)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@]([H])([C@@H](C)O)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)[C@@H](C)OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C(C)C)[C@H](O)C1=CC=CC=C1	NFPKVSAWAVSWGF-SVJFMMICSA-N	NFPKVSAWAVSWGF	ecumicin	C83H134N14O17
BGC0001405	Chaetomium globosum CBS 148.51	306901	CC[C@@H](C)\C=C\C1=CC2=C(Cl)C(=O)[C@@]3(C)OC(=O)C(C(=O)[C@@H](C)[C@@H](C)O)=C3C2=CO1	HWSQVPGTQUYLEQ-KHGBAPSLSA-N	HWSQVPGTQUYLEQ	chaetoviridin E	C23H25ClO6
BGC0001405	Chaetomium globosum CBS 148.51	306901	[H][C@]12C(=O)O[C@H](C)[C@@H](C)[C@@]1(O)O[C@]1(C)C(=O)C(Cl)=C3C=C(OC=C3[C@]21[H])\C=C\[C@H](C)[C@@H](C)O	LNHWUFUMZSBRBY-VJLWFCMXSA-N	LNHWUFUMZSBRBY	11-epichaetomugilin A	C23H27ClO7
BGC0000136	Amycolatopsis mediterranei S699	713604	C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C	HJYYPODYNSCCOU-ODRIEIDWSA-N	HJYYPODYNSCCOU	rifamycin	C37H47NO12
BGC0000323	Pseudomonas cichorii	36746	O=C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](C(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CC1=CNC=N1)NC(CC(O)CCCCCCC)=O	FVJBYOXUZWKLDG-FRECFEOCSA-N	FVJBYOXUZWKLDG	cichofactin A	C61H107N13O14
BGC0000323	Pseudomonas cichorii	36746	O=C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](C(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CC1=CNC=N1)NC(CC(O)CCCCCCCCC)=O	DYMCOQIZBKUFDL-CALMWFSYSA-N	DYMCOQIZBKUFDL	cichofactin B	C63H111N13O14
BGC0001709	Streptomyces albulus	68570	C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	VQOXZBDYSJBXMA-RKEBNKJGSA-N	VQOXZBDYSJBXMA	nystatin	C47H75NO17
BGC0000298	Microcystis aeruginosa NIES-98	267869	[H]C12CC(N(C(=O)[C@H](NC(=O)C(O)CC3=CC(Cl)=C(O)C=C3)[C@H](C)CC)C1([H])CC(CC2)OS(O)(=O)=O)C(=O)NCCCCNC(N)=N	LNRXFFGKAKWQCV-DJKRDFIDSA-N	LNRXFFGKAKWQCV	aeruginosin 98-A	C29H45ClN6O9S
BGC0000298	Microcystis aeruginosa NIES-98	267869	[H]C12CC(N(C(=O)[C@H](NC(=O)C(O)CC3=CC=C(O)C=C3)[C@H](C)CC)C1([H])CC(CC2)OS(O)(=O)=O)C(=O)NCCCCNC(N)=N	WZVRXEOKWMIDDV-APHGSVRASA-N	WZVRXEOKWMIDDV	aeruginosin 98-B	C29H46N6O9S
BGC0000298	Microcystis aeruginosa NIES-98	267869	CC[C@@H](C)[C@@H](NC(=O)[C@H](O)CC1=CC=C(O)C(Br)=C1)C(=O)N1[C@H]2C[C@@H](CC[C@H]2C[C@H]1C(=O)NCCCCNC(N)=N)OS(O)(=O)=O	JDIQMZJCZUMKHX-SBEPJQGCSA-N	JDIQMZJCZUMKHX	aeruginosin 98-C	C29H45BrN6O9S
BGC0000306	Streptomyces filamentosus NRRL 11379	457430	CCCCCCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@H]1C2=CC(=C(C=C2)O)C3=C(C=CC(=C3)C[C@H](NC(=O)[C@@H](NC1=O)C)C(=O)O)O	HGWCKYGOWQEYSJ-JBWZRHCTSA-N	HGWCKYGOWQEYSJ	arylomycin	C46H68N6O11
BGC0000025	Streptomyces avermitilis	33903	CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C	RRZXIRBKKLTSOM-VDYLCOMISA-N	RRZXIRBKKLTSOM	avermectin	C48H72O14
BGC0000863	Pseudoalteromonas sp. DS-12	375285	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	JAZBEHYOTPTENJ-JLNKQSITSA-N	JAZBEHYOTPTENJ	eicosapentaenoic acid	C20H30O2
BGC0000450	Streptomyces triostinicus	45399	CC(C)C1N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)NC(C)C(=O)N2C	GULVULFEAVZHHC-UHFFFAOYSA-N	GULVULFEAVZHHC	triostin A	C50H62N12O12S2
BGC0000972	Escherichia coli	562	CCCCCCCCCCCCCC(N[C@@H](C(O)=O)CC(N)=O)=O	XCYGCBVZSVXYON-OAHLLOKOSA-N	XCYGCBVZSVXYON	N-myristoyl-D-asparagine	C18H34N2O4
BGC0000972	Escherichia coli	562	CCCCCCC=CCCCCCC(N[C@@H](C(O)=O)CC(N)=O)=O	DEZZKUXHZGMLCK-OAHLLOKOSA-N	DEZZKUXHZGMLCK	cis-7-tetradecenoyl-D-asparagine	C18H32N2O4
BGC0000972	Escherichia coli	562	CCCCCCCCCCCCCC(N[C@@H](C(N[C@@H](C)CCC(C)=O)=O)CC(N)=O)=O	OESNGSQKCCZCKI-PZJWPPBQSA-N	OESNGSQKCCZCKI	(R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide	C24H45N3O4
BGC0001769	Streptomyces sp.	1931	C[C@@H]1O[C@H](CC[C@@H]1O[C@@H]1O[C@@H](C)C(=O)C=C1)O[C@@]1(C)CC(=O)[C@]2(O)C3=C(C=C[C@]2(O)C1)C(=O)C1=C(O)C(=CC=C1C3=O)[C@H]1C[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)C(=O)C=C2)[C@@H](C)O1	PSCPFFPJZFSAMI-USAPNZCCSA-N	PSCPFFPJZFSAMI	saquayamycin A	C43H48O16
BGC0001119	Streptomyces sp. HKI0576	995841	CC[C@@H]\1CC[C@]23CC(=O)[C@H]([C@H](O2)C4=CC(=CC(=C4O3)NC(=O)C/C=C(\C(=O)O[C@@H](/C=C1)C(C=C(C)C)O)/C)O)C	NXQKNJIQGBLGMU-IJVCHWCPSA-N	NXQKNJIQGBLGMU	divergolide A	C31H39NO8
BGC0001119	Streptomyces sp. HKI0576	995841	CC[C@@H]1CCC(=O)/C=C\2/C(=CC3=CC(=CC(=C3O2)NC(=O)C/C=C(/C(=O)O[C@H]([C@H](C=C1)O)C=C(C)C)\C)O)C	GGEGLRHQJXGBSH-CCSZFJTGSA-N	GGEGLRHQJXGBSH	divergolide B	C31H37NO7
BGC0001119	Streptomyces sp. HKI0576	995841	CC[C@@H]/1CCC(=O)C2=C3C(=CC(=C2O)C)C(=C4C(=C3O)[C@](C=CC(=O)N4)(C(=O)O[C@H]([C@H](/C=C1)O)C=C(C)C)C)O	CCFSPNORXJJQIM-LIDOOXRLSA-N	CCFSPNORXJJQIM	divergolide C	C31H35NO8
BGC0001119	Streptomyces sp. HKI0576	995841	CC[C@@H]/1CC(C2=C3C(=CC(=C2O)C)[C@@]4([C@H](/C=C(\C(=O)O[C@@H](/C=C1)[C@H](C=C(C)C)O)/C)C(=O)NC4=CC3=O)O)C=O	ASAGMZGWISYATO-LXXPWVPZSA-N	ASAGMZGWISYATO	divergolide D	C31H35NO8
BGC0001374	Streptomyces albogriseolus	1887	NC(=O)C1=CC2=C(NC3=C2C=CC(Cl)=C3)S1	LREDECYEGMWOAR-UHFFFAOYSA-N	LREDECYEGMWOAR	thienodolin	C11H7ClN2OS
BGC0000975	Nostoc sp. ATCC 53789	76335	COC1=C(Cl)C=C(C[C@H]2NC(=O)\C=C/C[C@H](OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)[C@H](C)[C@H]2O[C@@H]2C2=CC=CC=C2)C=C1	PSNOPSMXOBPNNV-GKPRUIBSSA-N	PSNOPSMXOBPNNV	cryptophycin-327	C35H43ClN2O8
BGC0000096	Streptomyces mycarofaciens	1949	CCC(=O)O[C@@H]1[C@H](O[C@H](C[C@@]1(C)O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2N(C)C)O)OC3C(CC(C(/C=C\C=C\CC(OC(=O)CC(C3OC)OC(=O)CC)C)O)C)CC=O)C)C	DMUAPQTXSSNEDD-ZZHFWOCQSA-N	DMUAPQTXSSNEDD	midecamycin	C41H67NO15
BGC0000483	Microcystis aeruginosa PCC 9432	1160280	CC(C)(C=C)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N3CCC[C@H]3C4=NC(=CS4)C(=O)OC	JQFBTQXBHCKSHR-KLJDGLGGSA-N	JQFBTQXBHCKSHR	aeruginosamide B	C32H38N4O4S
BGC0000483	Microcystis aeruginosa PCC 9432	1160280	CC(C=C)(N[C@H](C(N[C@H](C(N1CCC[C@H]1C(N[C@H](C(C)C)C2=NC=C(C(OC)=O)S2)=O)=O)CC3=CC=CC=C3)=O)CC4=CC=CC=C4)C	JOGGBCLHHSIJBJ-MGUFQOSJSA-N	JOGGBCLHHSIJBJ	aeruginosamide C	C37H47N5O5S
BGC0000285	Saccharopolyspora erythraea	1836	O=C1C=C(O)C(C2=CC(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)=CC(O)=C21)=O	OVSHQZFCTMVIGN-NCEIQCSJSA-N	OVSHQZFCTMVIGN	flaviolin rhamnoside	C16H16O9
BGC0000285	Saccharopolyspora erythraea	1836	O=C1C=C(O)C(C2=CC(O)=C(C3=C(O)C=C(C(C(O)=CC4=O)=O)C4=C3O)C(O)=C21)=O	GXAIIEQOZICWEL-UHFFFAOYSA-N	GXAIIEQOZICWEL	3,3'-diflaviolin	C20H10O10
BGC0000285	Saccharopolyspora erythraea	1836	C1=C(C=C2C(=C1O)C(=CC(=O)C2=O)O)O	XNPCAGMCQDGQKK-UHFFFAOYSA-N	XNPCAGMCQDGQKK	flaviolin	C10H6O5
BGC0000078	Streptomyces sp. ML694-90F3	1265536	CN[C@H]1CC[C@H](O[C@@H]2CO[C@@H](O[C@H]3\C=C/C=C/C(/C)=C/C=C/C(/C)=C/C[C@H](C)NC(=O)\C(OC)=C\C(\C)=C\C=C\C=C\[C@@]3(C)O)[C@H](NC)[C@H]2O)O[C@@H]1C	VTEKRFJHUHAGJO-WNETYGQVSA-N	VTEKRFJHUHAGJO	incednine	C42H63N3O8
BGC0000299	Pseudoalteromonas piscicida JCM 20779	1117317	C[C@H](CC)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C2=CC=C(C=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O	NOXVAEGHELSLCZ-NLUZMNHVSA-N	NOXVAEGHELSLCZ	alterochromide A	C38H51N7O10
BGC0000299	Pseudoalteromonas piscicida JCM 20779	1117317	CCC(C)C1NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(NC(=O)\C=C\C=C\C=C\C=C\C2=CC=C(O)C(Br)=C2)C(C)OC1=O)C(C)C	VJNFPXDPZJZUKS-NOEJSRFCSA-N	VJNFPXDPZJZUKS	bromoalterochromide A	C38H50BrN7O10
BGC0000299	Pseudoalteromonas piscicida JCM 20779	1117317	C[C@H](CC)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C2=CC(Br)=C(C(Br)=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O	HZIJHQGDRVSUDK-NPMLWNHGSA-N	HZIJHQGDRVSUDK	dibromoalterochromide A	C38H49Br2N7O10
BGC0000299	Pseudoalteromonas piscicida JCM 20779	1117317	C[C@H](CC)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C=C/C2=CC=C(C=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O	NRENFEWSRZCNTG-UIRCOVLUSA-N	NRENFEWSRZCNTG	alterochromide B	C40H53N7O10
BGC0000299	Pseudoalteromonas piscicida JCM 20779	1117317	C[C@H](CC)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C=C/C2=CC=C(C(Br)=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O	NZJQBXKEZKQLLD-NMQNFTODSA-N	NZJQBXKEZKQLLD	bromoalterochromide B	C40H52BrN7O10
BGC0000299	Pseudoalteromonas piscicida JCM 20779	1117317	C[C@H](CC)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C=C/C2=CC(Br)=C(C(Br)=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O	HTBRFQWHWBVFDI-OYJGWVIESA-N	HTBRFQWHWBVFDI	dibromoalterochromide B	C40H51Br2N7O10
BGC0000299	Pseudoalteromonas piscicida JCM 20779	1117317	O=C([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C2=CC=C(C=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)N[C@H]1CC(C)C	OWKXPRGJANXGFA-GSBAQSCKSA-N	OWKXPRGJANXGFA	alterochromide A'	C38H51N7O10
